"Time";"Angle 1.o/0/X";"Angle 1.o/0/Y";"Angle 1.a/0/X";"Angle 1.a/0/Y";"Angle 1.b/0/X";"Angle 1.b/0/Y";"Angle 1/o/X";"Angle 1/o/Y";"Angle 1/a/X";"Angle 1/a/Y";"Angle 1/b/X";"Angle 1/b/Y"
"9,533334";"188,23";"158,1139";"154,0857";"-34,90356";"61,44873";"265,1608";"188,23";"158,1139";"154,0857";"-34,90356";"61,44873";"265,1608"
"9,566667";"186,303";"154,5363";"154,2518";"-34,96387";"65,56879";"269,3963";"186,303";"154,5363";"154,2518";"-34,96387";"65,56879";"269,3963"
"9,6";"184,706";"152,5355";"154,2884";"-35,1629";"70,27496";"274,1242";"184,706";"152,5355";"154,2884";"-35,1629";"70,27496";"274,1242"
"9,633333";"183,3642";"151,3746";"154,1735";"-35,11005";"74,89526";"278,9932";"183,3642";"151,3746";"154,1735";"-35,11005";"74,89526";"278,9932"
"9,666667";"181,378";"152,2401";"154,1756";"-35,15375";"81,75256";"282,942";"181,378";"152,2401";"154,1756";"-35,15375";"81,75256";"282,942"
"9,7";"180,5916";"151,0048";"154,1092";"-35,10217";"86,42651";"287,3592";"180,5916";"151,0048";"154,1092";"-35,10217";"86,42651";"287,3592"
"9,733334";"178,2907";"154,1115";"154,1436";"-35,07953";"93,64697";"289,0913";"178,2907";"154,1115";"154,1436";"-35,07953";"93,64697";"289,0913"
"9,766666";"175,9983";"149,7794";"154,2606";"-35,12653";"97,11792";"293,1173";"175,9983";"149,7794";"154,2606";"-35,12653";"97,11792";"293,1173"
"9,8";"173,0196";"152,5565";"154,2959";"-35,12366";"102,682";"294,5799";"173,0196";"152,5565";"154,2959";"-35,12366";"102,682";"294,5799"
"9,833333";"171,5128";"153,8367";"154,1826";"-35,06409";"106,7514";"298,7844";"171,5128";"153,8367";"154,1826";"-35,06409";"106,7514";"298,7844"
"9,866667";"169,6325";"154,0592";"154,1452";"-35,05615";"109,0031";"298,8083";"169,6325";"154,0592";"154,1452";"-35,05615";"109,0031";"298,8083"
"9,9";"164,9944";"149,7777";"154,1771";"-35,04095";"111,629";"301,8284";"164,9944";"149,7777";"154,1771";"-35,04095";"111,629";"301,8284"
"9,933333";"163,3629";"149,8939";"154,1664";"-35,03442";"113,7927";"306,0981";"163,3629";"149,8939";"154,1664";"-35,03442";"113,7927";"306,0981"
"9,966666";"157,5048";"148,4612";"154,0974";"-34,95135";"118,5419";"312,1992";"157,5048";"148,4612";"154,0974";"-34,95135";"118,5419";"312,1992"
"10";"151,3572";"149,5612";"153,8127";"-34,6228";"123,7773";"319,9268";"151,3572";"149,5612";"153,8127";"-34,6228";"123,7773";"319,9268"
"10,03333";"148,0717";"149,1318";"153,6871";"-34,23621";"124,6769";"319,6946";"148,0717";"149,1318";"153,6871";"-34,23621";"124,6769";"319,6946"
"10,06667";"150,2671";"150,8672";"153,4505";"-34,0531";"125,2849";"314,1789";"150,2671";"150,8672";"153,4505";"-34,0531";"125,2849";"314,1789"
"10,1";"151,168";"155,0417";"153,2845";"-33,82745";"127,2841";"314,4451";"151,168";"155,0417";"153,2845";"-33,82745";"127,2841";"314,4451"
"10,13333";"150,1691";"155,9288";"152,9392";"-33,7572";"126,7582";"312,5441";"150,1691";"155,9288";"152,9392";"-33,7572";"126,7582";"312,5441"
"10,16667";"152,4242";"149,7983";"153,0642";"-33,92108";"125,6772";"306,7112";"152,4242";"149,7983";"153,0642";"-33,92108";"125,6772";"306,7112"
